count,temperature,command,error,feedback     
  7451,31,  52.00,   1.97,  53.97
  7452,31, 131.50,   0.28, 131.78
  7453,31,  39.00,   1.57,  40.57
  7454,29,  92.00,   1.82,  93.82
  7455,31, 165.50,  -0.52, 164.98
  7456,31,  65.00,   2.13,  67.13
  7457,31, 153.50,  -0.42, 153.08
  7458,31, 106.00,   1.22, 107.22
  7459,31, 151.00,   0.08, 151.08
  7460,31, 135.50,   0.79, 136.29
  7461,31,  14.50,   0.38,  14.88
  7462,31,  46.00,   1.96,  47.96
  7463,29, 134.50,   0.54, 135.04
  7464,31,  18.00,   0.89,  18.89
  7465,31, 128.00,   0.52, 128.52
  7466,31,  53.00,   1.98,  54.98
  7467,31, 137.00,   0.17, 137.17
  7468,31,  89.00,   2.06,  91.06
  7469,31,  57.50,   2.11,  59.61
  7470,29,  16.00,   0.89,  16.89
  7471,31, 129.00,   0.53, 129.53
  7472,31,  22.50,   1.28,  23.78
  7473,29,  33.00,   1.93,  34.93
  7474,31, 107.00,   1.60, 108.60
  7475,31, 110.50,   1.11, 111.61
  7476,31, 119.50,   0.88, 120.38
  7477,31, 111.00,   1.49, 112.49
  7478,31, 124.00,   0.89, 124.89
  7479,31,  74.50,   2.03,  76.53
  7480,31, 155.00,  -0.29, 154.71
  7481,31, 149.00,   0.45, 149.45
  7482,31,  82.00,   2.04,  84.04
  7483,31, 129.50,   0.65, 130.15
  7484,31,  25.00,   1.41,  26.41
  7485,29,  22.00,   1.65,  23.65
  7486,31, 151.00,  -0.17, 150.83
  7487,31,  28.00,   1.79,  29.79
  7488,29, 104.50,   1.09, 105.59
  7489,31, 144.00,   0.06, 144.06
  7490,29,  42.00,   1.95,  43.95
  7491,31,  76.00,   2.28,  78.28
  7492,31, 112.00,   1.11, 113.11
  7493,30, 124.00,   0.64, 124.64
  7494,31,  56.50,   2.11,  58.61
  7495,31,  33.00,   1.55,  34.55
  7496,31,  61.00,   2.24,  63.24
  7497,29,  11.00,  -0.38,  10.62
  7498,31,  77.50,   2.41,  79.91
  7499,29,  72.00,   2.40,  74.40
  7500,31, 136.00,   0.17, 136.17
  7501,31, 103.50,   1.72, 105.22
  7502,31, 152.00,  -0.30, 151.70
  7503,31, 162.50,  -0.77, 161.73
  7504,31, 168.50,  -1.26, 167.24
  7505,31,  67.50,   2.26,  69.76
  7506,31,  99.50,   1.58, 101.08
  7507,31,  67.50,   2.13,  69.63
  7508,31, 158.00,  -0.28, 157.72
  7509,31, 107.00,   1.60, 108.60
  7510,31,  57.50,   2.11,  59.61
  7511,31,  98.50,   1.58, 100.08
  7512,31,  92.00,   2.07,  94.07
  7513,31, 168.00,  -1.14, 166.86
  7514,31,  80.50,   2.04,  82.54
  7515,31,  68.50,   2.26,  70.76
  7516,31, 156.50,  -0.29, 156.21
  7517,31,  57.50,   2.24,  59.74
  7518,31,  78.00,   2.03,  80.03
  7519,31, 140.00,   0.18, 140.18
  7520,31, 137.00,   0.92, 137.92
  7521,31, 114.00,   1.49, 115.49
  7522,31, 162.50,  -0.65, 161.85
  7523,31,  52.50,   2.35,  54.85
  7524,31,  50.00,   1.97,  51.97
  7525,31, 163.50,  -0.77, 162.73
  7526,29,  49.00,   1.97,  50.97
  7527,31,  34.00,   1.93,  35.93
  7528,31,  80.50,   2.29,  82.79
  7529,31, 162.50,  -0.77, 161.73
  7530,31,  69.50,   1.89,  71.39
  7531,31, 105.00,   1.10, 106.10
  7532,31,  30.00,   1.42,  31.42
  7533,31, 103.00,   1.59, 104.59
  7534,31, 127.50,   0.52, 128.02
  7535,31, 119.00,   1.38, 120.38
  7536,31, 139.50,   0.05, 139.55
  7537,31, 163.50,  -1.15, 162.35
  7538,31,  74.50,   2.03,  76.53
  7539,31, 147.50,  -0.31, 147.19
  7540,31, 150.00,  -0.30, 149.70
  7541,31, 170.00,  -1.26, 168.74
  7542,31,  13.50,  -0.12,  13.38
  7543,31, 168.00,  -1.14, 166.86
  7544,31, 152.00,   0.33, 152.33
  7545,29,  40.50,   1.70,  42.20
  7546,31, 153.50,  -0.42, 153.08
  7547,31, 141.00,   0.68, 141.68
  7548,31, 129.00,   1.15, 130.15
  7549,31, 167.50,  -1.26, 166.24
  7550,31,  25.50,   1.41,  26.91
  7551,31, 119.50,   0.88, 120.38
  7552,31,  77.50,   2.16,  79.66
  7553,31,  50.00,   1.84,  51.84
  7554,31,  71.50,   2.02,  73.52
  7555,31, 122.50,   0.89, 123.39
  7556,31,  99.00,   1.83, 100.83
  7557,31,  97.50,   2.08,  99.58
  7558,31,  67.50,   2.13,  69.63
  7559,31,  18.50,   0.39,  18.89
  7560,29,  95.00,   1.70,  96.70
  7561,31,  12.50,   0.00,  12.50
  7562,29,  24.00,   1.28,  25.28
  7563,31,  98.00,   1.83,  99.83
  7564,29,  16.00,   0.89,  16.89
  7565,31, 104.50,   0.97, 105.47
  7566,31,  57.00,   2.11,  59.11
  7567,31, 104.00,   1.09, 105.09
  7568,31, 142.50,  -0.07, 142.43
  7569,31,  21.50,   1.40,  22.90
  7570,31,  46.50,   1.96,  48.46
  7571,31,  62.00,   1.87,  63.87
  7572,29,  11.00,  -0.13,  10.87
  7573,29,  12.50,  -0.12,  12.38
  7574,31, 137.50,   0.17, 137.67
  7575,31,  18.00,   0.64,  18.64
  7576,31,  24.00,   1.16,  25.16
  7577,31,  28.00,   1.04,  29.04
  7578,31, 151.50,  -0.30, 151.20
  7579,29,  39.00,   1.82,  40.82
  7580,31, 150.00,   0.07, 150.07
  7581,31, 165.50,  -0.52, 164.98
  7582,29, 168.00,  -1.14, 166.86
  7583,31,  14.00,   0.13,  14.13
  7584,31,  90.00,   2.06,  92.06
  7585,31,  99.50,   1.58, 101.08
  7586,31,  54.50,   1.98,  56.48
  7587,29,  67.00,   2.01,  69.01
  7588,31, 168.50,  -0.76, 167.74
  7589,31,  66.00,   2.26,  68.26
  7590,29,  19.00,   0.89,  19.89
  7591,31, 159.50,  -0.41, 159.09
  7592,31, 155.00,   0.09, 155.09
  7593,31, 117.50,   1.38, 118.88
  7594,31,  52.00,   2.10,  54.10
  7595,31, 127.00,   0.77, 127.77
  7596,31, 139.00,   0.17, 139.17
  7597,31, 150.00,   0.07, 150.07
  7598,31, 160.00,  -0.65, 159.35
  7599,31, 144.50,   0.56, 145.06
  7600,29,  40.50,   1.70,  42.20
  7601,31, 102.50,   1.21, 103.71
  7602,31,  76.50,   1.78,  78.28
  7603,31, 105.00,   1.22, 106.22
  7604,30,  30.00,   1.55,  31.55
  7605,29,  51.00,   1.97,  52.97
  7606,31,  72.50,   2.40,  74.90
  7607,30,  51.00,   1.85,  52.85
  7608,31, 111.00,   1.23, 112.23
  7609,31,  39.00,   1.82,  40.82
  7610,31, 121.50,   1.13, 122.63
  7611,29,  30.00,   1.92,  31.92
  7612,31, 126.00,   0.64, 126.64
  7613,31,  53.50,   2.23,  55.73
  7614,31,  16.00,   0.89,  16.89
  7615,31, 105.50,   1.10, 106.60
  7616,31, 117.50,   1.12, 118.62
  7617,29,  65.00,   2.25,  67.25
  7618,31, 117.00,   1.12, 118.12
  7619,31, 158.00,  -0.41, 157.59
  7620,31,  39.00,   1.69,  40.69
  7621,31, 159.50,  -0.41, 159.09
  7622,31,  72.50,   2.02,  74.52
  7623,30,  65.00,   2.25,  67.25
  7624,31,  48.50,   2.09,  50.59
  7625,31, 109.00,   1.10, 110.10
  7626,29,  14.00,   0.25,  14.25
  7627,29,  96.50,   1.58,  98.08
  7628,31,  60.50,   2.24,  62.74
  7629,31,  61.50,   1.24,  62.74
  7630,31, 147.00,  -0.31, 146.69
  7631,31,  38.50,   1.82,  40.32
  7632,31, 131.00,   0.28, 131.28
  7633,29,  67.50,   2.26,  69.76
  7634,31,  74.00,   1.40,  75.40
  7635,29,  97.00,   1.33,  98.33
  7636,31,  26.00,   1.29,  27.29
  7637,31,  59.50,   1.99,  61.49
  7638,30,  21.50,   1.15,  22.65
  7639,31,  57.00,   1.98,  58.98
  7640,30,  19.50,   0.89,  20.39
  7641,31,  51.00,   2.10,  53.10
  7642,29,  22.00,   1.40,  23.40
  7643,31,  46.00,   2.08,  48.08
  7644,30,  13.00,  -0.12,  12.88
  7645,30, 146.00,   0.06, 146.06
  7646,31,  42.00,   1.95,  43.95
  7647,31,  27.00,   1.91,  28.91
  7648,29,  78.00,   2.03,  80.03
  7649,31,  47.00,   1.96,  48.96
  7650,31, 102.50,   1.09, 103.59
  7651,29,  91.50,   2.07,  93.57
  7652,31,  44.50,   1.70,  46.20
  7653,31,  33.00,   1.68,  34.68
  7654,31, 102.50,   1.59, 104.09
  7655,29, 167.00,  -0.89, 166.11
  7656,31, 106.00,   1.60, 107.60
  7657,31, 122.00,   0.76, 122.76
  7658,29,  45.00,   1.96,  46.96
  7659,31,  67.00,   2.51,  69.51
  7660,31,  63.00,   2.00,  65.00
  7661,31, 136.50,   0.17, 136.67
  7662,31,  22.50,   1.40,  23.90
  7663,31, 157.50,  -0.54, 156.96
  7664,31,  41.50,   1.70,  43.20
  7665,31,  54.00,   2.10,  56.10
  7666,31, 162.00,  -0.78, 161.22
  7667,31,  79.00,   2.04,  81.04
  7668,31, 100.00,   1.08, 101.08
  7669,31,  56.00,   2.36,  58.36
  7670,31, 164.50,  -0.77, 163.73
  7671,31,  58.00,   2.11,  60.11
  7672,31, 168.00,  -0.89, 167.11
  7673,30, 108.50,   1.60, 110.10
  7674,29,  97.50,   1.58,  99.08
  7675,31,  63.00,   2.12,  65.12
  7676,31,  81.00,   1.79,  82.79
  7677,31,  89.00,   1.43,  90.43
  7678,31,  62.00,   2.00,  64.00
  7679,29,  36.00,   1.94,  37.94
  7680,31,  88.50,   2.31,  90.81
  7681,31, 157.50,  -0.28, 157.22
  7682,31, 155.00,   0.09, 155.09
  7683,31, 153.50,   0.21, 153.71
  7684,31, 139.50,   0.68, 140.18
  7685,31,  79.50,   2.04,  81.54
  7686,31, 113.50,   0.74, 114.24
  7687,29,  32.50,   1.43,  33.93
  7688,31, 128.50,   0.65, 129.15
  7689,31,  89.00,   2.06,  91.06
  7690,31,  29.00,   1.79,  30.79
  7691,31,  84.00,   2.05,  86.05
  7692,31, 144.50,   0.19, 144.69
  7693,31, 115.00,   1.12, 116.12
  7694,31,  90.00,   2.06,  92.06
  7695,31,  44.50,   1.96,  46.46
  7696,31, 166.50,  -0.76, 165.74
  7697,31,  14.00,   0.38,  14.38
  7698,31,  38.50,   1.94,  40.44
  7699,31,  43.00,   1.07,  44.07
  7700,31,  48.00,   1.34,  49.34
  7701,29,  35.50,   1.56,  37.06
  7702,29,  66.00,   2.38,  68.38
  7703,31,  66.50,   1.88,  68.38
  7704,31, 127.00,   0.65, 127.65
  7705,31, 138.00,   0.17, 138.17
  7706,30, 109.50,   1.61, 111.11
  7707,31, 129.50,   0.53, 130.03
  7708,31,  17.50,   0.39,  17.89
  7709,31,  11.00,   0.50,  11.50
  7710,29,  29.50,   1.92,  31.42
  7711,31,  76.50,   1.65,  78.15
  7712,31, 141.50,   0.05, 141.55
  7713,31, 108.50,   1.48, 109.98
  7714,31, 133.50,   0.66, 134.16
  7715,31,  84.50,   1.92,  86.42
  7716,31, 104.00,   1.09, 105.09
  7717,31,  52.50,   1.97,  54.47
  7718,31, 144.00,  -0.32, 143.68
  7719,31,  70.50,   1.89,  72.39
  7720,31,  95.50,   1.32,  96.82
  7721,31, 166.50,  -1.27, 165.23
  7722,31,  17.50,   0.26,  17.76
  7723,31, 102.00,   1.09, 103.09
  7724,31, 151.00,  -0.43, 150.57
  7725,29,  94.50,   1.70,  96.20
  7726,31, 155.00,  -0.29, 154.71
  7727,31, 141.00,   1.05, 142.05
  7728,31,  11.00,  -0.25,  10.75
  7729,31, 152.00,  -0.17, 151.83
  7730,31, 158.50,  -0.28, 158.22
  7731,31, 105.00,   1.60, 106.60
  7732,29,  67.50,   2.26,  69.76
  7733,31, 143.00,   0.06, 143.06
  7734,31,  12.00,  -0.13,  11.87
  7735,31, 108.00,   0.98, 108.98
  7736,31, 166.50,  -0.76, 165.74
  7737,31,  21.50,   1.27,  22.77
  7738,29,  33.00,   1.43,  34.43
  7739,31,  38.50,   1.06,  39.56
  7740,29,  78.00,   2.03,  80.03
  7741,29,  33.50,   1.43,  34.93
  7742,31, 108.00,   1.10, 109.10
  7743,31,  58.50,   2.11,  60.61
  7744,29,  64.50,   1.50,  66.00
  7745,31, 162.00,  -0.78, 161.22
  7746,31,  10.50,  -0.25,  10.25
  7747,31,  63.00,   2.12,  65.12
  7748,31, 108.00,   0.85, 108.85
  7749,31, 139.00,   0.17, 139.17
  7750,31, 148.50,  -0.18, 148.32
  7751,31, 100.00,   1.58, 101.58
  7752,31, 103.50,   1.47, 104.97
  7753,31, 117.50,   0.87, 118.37
  7754,31, 154.50,  -0.42, 154.08
  7755,31,  73.00,   2.02,  75.02
  7756,31, 128.00,   0.65, 128.65
  7757,31, 106.00,   1.60, 107.60
  7758,31,  16.50,   0.64,  17.14
  7759,31,  70.50,   2.02,  72.52
  7760,31,  38.00,   1.69,  39.69
  7761,29,  81.50,   2.04,  83.54
  7762,31,  95.50,   1.32,  96.82
  7763,31, 133.00,   0.53, 133.53
  7764,31, 116.50,   1.50, 118.00
  7765,31,  72.50,   2.02,  74.52
  7766,31,  25.50,   1.41,  26.91
  7767,31, 166.50,  -0.89, 165.61
  7768,31, 132.50,   1.16, 133.66
  7769,31,  63.00,   2.00,  65.00
  7770,31,  58.00,   1.99,  59.99
  7771,31,  85.50,   2.05,  87.55
  7772,31, 138.50,   0.55, 139.05
  7773,31,  80.00,   2.04,  82.04
  7774,31, 134.50,   0.54, 135.04
  7775,31, 111.00,   1.49, 112.49
  7776,31, 120.50,   0.63, 121.13
  7777,30,  24.50,   1.41,  25.91
  7778,31,  62.50,   2.37,  64.87
  7779,31, 134.00,   0.54, 134.54
  7780,31,  98.50,   1.83, 100.33
  7781,31, 124.50,   0.64, 125.14
  7782,31,  46.50,   1.83,  48.33
  7783,31,  36.00,   2.06,  38.06
  7784,31,  66.50,   2.51,  69.01
  7785,31,  58.00,   1.99,  59.99
  7786,31, 159.50,  -0.41, 159.09
  7787,31, 160.50,  -0.65, 159.85
  7788,31,  36.00,   1.94,  37.94
  7789,31,  64.00,   2.50,  66.50
  7790,31,  74.50,   2.03,  76.53
  7791,31, 154.50,  -0.29, 154.21
  7792,31,  28.50,   1.92,  30.42
  7793,31, 100.00,   1.46, 101.46
  7794,31,  13.50,  -0.12,  13.38
  7795,31,  41.00,   1.95,  42.95
  7796,31,  82.00,   2.04,  84.04
  7797,31,  62.00,   2.00,  64.00
  7798,31, 131.50,   0.66, 132.16
  7799,31,  75.00,   2.03,  77.03
  7800,31, 149.50,  -0.43, 149.07
  7801,31,  17.00,   0.39,  17.39
  7802,31,  15.50,   1.01,  16.51
  7803,31,  19.50,   0.64,  20.14
  7804,31, 153.50,  -0.54, 152.96
  7805,31, 138.00,   0.55, 138.55
  7806,31, 139.50,   0.05, 139.55
  7807,31,  16.00,   0.89,  16.89
  7808,31, 137.50,   0.17, 137.67
  7809,31,  47.00,   1.96,  48.96
  7810,31,  58.50,   1.49,  59.99
  7811,31, 114.00,   0.62, 114.62
  7812,31,  70.00,   2.02,  72.02
  7813,31,  44.50,   1.58,  46.08
  7814,31,  76.00,   1.90,  77.90
  7815,31,  72.00,   2.15,  74.15
  7816,31, 101.50,   1.34, 102.84
  7817,31,  12.00,  -0.13,  11.87
  7818,31,  44.50,   1.96,  46.46
  7819,31,  80.00,   2.16,  82.16
  7820,31, 122.50,   0.64, 123.14
  7821,29,  57.00,   2.11,  59.11
  7822,31, 135.00,   0.41, 135.41
  7823,31,  66.00,   2.01,  68.01
  7824,31, 134.00,   0.79, 134.79
  7825,31,  61.50,   2.00,  63.50
  7826,31, 153.50,  -0.42, 153.08
  7827,31,  80.00,   2.04,  82.04
  7828,31,  43.00,   1.95,  44.95
  7829,31, 121.50,   0.76, 122.26
  7830,31, 135.00,   0.66, 135.66
  7831,31, 164.50,  -0.89, 163.61
  7832,31, 112.00,   1.49, 113.49
  7833,31, 149.50,  -0.05, 149.45
  7834,31,  36.00,   1.81,  37.81
  7835,31,  44.50,   1.45,  45.95
  7836,31, 147.50,  -0.06, 147.44
  7837,31,  82.50,   1.67,  84.17
  7838,31,  76.50,   2.41,  78.91
  7839,31, 151.50,  -0.30, 151.20
  7840,31,  13.00,   0.00,  13.00
  7841,31,  14.50,   0.26,  14.76
  7842,31,  22.50,   0.65,  23.15
  7843,29,  36.00,   1.94,  37.94
  7844,31, 100.00,   1.46, 101.46
  7845,31,  64.50,   2.38,  66.88
  7846,31,  75.00,   1.40,  76.40
  7847,31,  47.50,   1.96,  49.46
  7848,31,  86.00,   2.05,  88.05
  7849,31, 143.00,  -0.07, 142.93
  7850,31,  76.50,   1.91,  78.41
  7851,31,  24.50,   1.41,  25.91
  7852,31,  30.50,   1.05,  31.55
  7853,31, 162.00,  -0.90, 161.10
  7854,31, 163.50,  -0.40, 163.10
  7855,31, 155.50,   0.09, 155.59
  7856,31,  75.00,   2.03,  77.03
  7857,31,  52.00,   1.97,  53.97
  7858,31,  62.00,   1.50,  63.50
  7859,31,  67.50,   1.51,  69.01
  7860,31,  15.00,   0.38,  15.38
  7861,31,  32.00,   1.93,  33.93
  7862,31, 163.00,  -0.77, 162.23
  7863,31, 161.50,  -0.65, 160.85
  7864,31, 129.00,   0.78, 129.78
  7865,31,  61.00,   1.99,  62.99
  7866,31, 144.00,  -0.32, 143.68
  7867,31,  58.00,   1.86,  59.86
  7868,31,  62.50,   1.37,  63.87
  7869,31,  99.00,   1.33, 100.33
  7870,31, 129.50,   0.28, 129.78
  7871,31,  22.50,   1.28,  23.78
  7872,31, 107.50,   1.23, 108.73
  7873,31,  96.50,   1.83,  98.33
  7874,31,  97.00,   1.33,  98.33
  7875,31, 170.00,  -1.26, 168.74
  7876,31,  54.50,   1.98,  56.48
  7877,31, 109.00,   0.98, 109.98
  7878,31, 119.00,   0.63, 119.63
  7879,31,  58.50,   2.11,  60.61
  7880,31, 154.00,  -0.29, 153.71
  7881,31, 141.00,   0.68, 141.68
  7882,31, 113.00,   1.11, 114.11
  7883,31,  33.00,   1.43,  34.43
  7884,31,  66.50,   1.88,  68.38
  7885,29, 148.50,  -0.31, 148.19
  7886,31, 109.00,   1.48, 110.48
  7887,31, 163.00,  -0.77, 162.23
  7888,31, 107.50,   1.60, 109.10
  7889,31,  15.00,   0.38,  15.38
  7890,31,  33.50,   1.93,  35.43
  7891,31, 108.50,   0.98, 109.48
  7892,31,  46.50,   1.96,  48.46
  7893,31, 155.00,  -0.29, 154.71
  7894,31,  63.50,   2.25,  65.75
  7895,31, 157.00,  -0.66, 156.34
  7896,31,  54.00,   2.10,  56.10
  7897,31,  68.50,   2.01,  70.51
  7898,31,  26.00,   1.16,  27.16
  7899,31, 113.00,   0.74, 113.74
  7900,31,  60.50,   1.99,  62.49
  7901,31,  26.00,   1.29,  27.29
  7902,31,  92.50,   1.94,  94.44
  7903,31,  63.00,   2.00,  65.00
  7904,31, 148.50,  -0.18, 148.32
  7905,31, 104.50,   1.60, 106.10
  7906,31,  43.50,   1.83,  45.33
  7907,31,  47.50,   1.46,  48.96
  7908,31,  81.50,   1.79,  83.29
  7909,31, 138.50,   0.17, 138.67
  7910,31,  43.50,   1.70,  45.20
  7911,31,  52.50,   1.60,  54.10
  7912,31,  69.00,   2.14,  71.14
  7913,31,  63.00,   2.00,  65.00
  7914,31,  70.00,   1.51,  71.51
  7915,31, 159.00,  -0.53, 158.47
  7916,29,  33.50,   1.43,  34.93
  7917,31, 149.50,  -0.30, 149.20
  7918,31, 124.00,   1.27, 125.27
  7919,31, 155.50,  -0.29, 155.21
  7920,29,  37.00,   1.81,  38.81
  7921,31, 132.00,   0.28, 132.28
  7922,31, 110.00,   1.61, 111.61
  7923,31,  65.50,   2.26,  67.76
  7924,31, 134.50,   0.29, 134.79
  7925,31, 166.00,  -0.89, 165.11
  7926,31,  98.00,   1.58,  99.58
  7927,31, 123.00,   0.76, 123.76
  7928,31, 134.00,   0.66, 134.66
  7929,31,  49.00,   1.84,  50.84
  7930,31,  35.00,   1.93,  36.93
  7931,31, 135.50,   0.29, 135.79
  7932,30,  24.00,   0.90,  24.90
  7933,31, 109.00,   1.10, 110.10
  7934,31,  82.50,   1.67,  84.17
  7935,31, 140.50,   0.05, 140.55
  7936,31,  63.00,   2.00,  65.00
  7937,31,  49.00,   1.97,  50.97
  7938,31,  34.00,   1.93,  35.93
  7939,31,  77.00,   1.78,  78.78
  7940,31, 142.00,   0.05, 142.05
  7941,31,  20.00,   0.90,  20.90
  7942,31,  83.50,   1.92,  85.42
  7943,31, 166.00,  -0.89, 165.11
  7944,31, 155.00,  -0.17, 154.83
  7945,31,  42.00,   1.45,  43.45
  7946,31,  86.00,   1.68,  87.68
  7947,31,  99.50,   1.08, 100.58
  7948,31,  66.50,   1.51,  68.01
  7949,31,  68.00,   1.63,  69.63
  7950,31, 110.00,   1.11, 111.11
  7951,31, 115.50,   0.62, 116.12
  7952,29,  35.00,   1.43,  36.43
  7953,31,  59.00,   2.11,  61.11
  7954,31,  75.50,   2.03,  77.53
  7955,31,  91.00,   1.44,  92.44
  7956,31, 133.00,   0.41, 133.41
  7957,29, 114.00,   1.24, 115.24
  7958,31,  30.50,   1.55,  32.05
  7959,31,  73.50,   2.02,  75.52
  7960,31,  43.00,   1.83,  44.83
  7961,31, 117.00,   1.00, 118.00
  7962,31,  84.50,   1.92,  86.42
  7963,31,  77.00,   1.78,  78.78
  7964,31, 118.50,   0.88, 119.38
  7965,31,  63.00,   2.12,  65.12
  7966,31, 113.50,   0.86, 114.36
  7967,31,  25.00,   1.41,  26.41
  7968,31,  19.00,   1.39,  20.39
  7969,31, 119.50,   1.00, 120.50
  7970,31,  86.00,   2.05,  88.05
  7971,31, 150.00,   0.07, 150.07
  7972,31, 143.50,   0.43, 143.93
  7973,31,  77.50,   2.03,  79.53
  7974,31, 101.00,   1.59, 102.59
  7975,31,  32.00,   1.55,  33.55
  7976,31,  50.50,   1.97,  52.47
  7977,31,  83.00,   2.05,  85.05
  7978,29,  71.00,   2.02,  73.02
  7979,31, 140.00,   0.18, 140.18
  7980,29,  45.50,   1.83,  47.33
  7981,31,  41.50,   1.57,  43.07
  7982,31, 111.50,   0.99, 112.49
  7983,31, 115.50,   0.74, 116.24
  7984,31,  45.50,   1.46,  46.96
  7985,31,  91.50,   1.94,  93.44
  7986,31, 163.50,  -0.90, 162.60
  7987,31, 149.00,   0.32, 149.32
  7988,31,  96.50,   1.58,  98.08
  7989,31, 128.00,   0.77, 128.77
  7990,31, 132.50,   0.66, 133.16
  7991,31, 110.00,   1.23, 111.23
  7992,31,  28.00,   1.29,  29.29
  7993,31,  79.00,   2.04,  81.04
  7994,31,  94.00,   2.07,  96.07
  7995,31,  34.50,   1.81,  36.31
  7996,31, 131.50,   0.53, 132.03
  7997,31, 165.00,  -0.77, 164.23
  7998,31,  60.00,   1.99,  61.99
  7999,31, 149.50,  -0.30, 149.20
  8000,31,  17.00,   0.39,  17.39
  8001,31, 169.00,  -1.26, 167.74
  8002,31,  45.50,   1.46,  46.96
  8003,31,  94.00,   1.95,  95.95
  8004,31, 167.50,  -0.89, 166.61
  8005,31, 135.00,   0.66, 135.66
  8006,29,  11.50,  -0.50,  11.00
  8007,31, 127.50,   0.65, 128.15
  8008,31, 146.50,  -0.19, 146.31
  8009,31, 137.50,   0.67, 138.17
  8010,31,  98.50,   2.08, 100.58
  8011,30,  72.00,   2.02,  74.02
  8012,31, 116.00,   1.12, 117.12
  8013,31, 168.50,  -1.26, 167.24
  8014,31,  55.00,   1.73,  56.73
  8015,31, 162.50,  -0.90, 161.60
  8016,31, 104.00,   1.59, 105.59
  8017,31, 135.00,   0.16, 135.16
  8018,31,  76.00,   2.03,  78.03
  8019,31,  66.00,   2.01,  68.01
  8020,31, 153.50,  -0.29, 153.21
  8021,31,  48.50,   1.84,  50.34
  8022,31, 133.00,   0.53, 133.53
  8023,31, 160.00,  -0.78, 159.22
  8024,31, 168.00,  -1.26, 166.74
  8025,31,  73.00,   1.90,  74.90
  8026,31,  32.50,   1.43,  33.93
  8027,31,  89.00,   2.06,  91.06
  8028,31, 114.00,   0.99, 114.99
  8029,31,  54.00,   1.98,  55.98
  8030,31,  45.50,   1.83,  47.33
  8031,31, 100.00,   1.21, 101.21
  8032,31, 122.00,   0.63, 122.63
  8033,31, 103.50,   1.72, 105.22
  8034,31,  85.00,   2.18,  87.18
  8035,31, 107.50,   1.10, 108.60
  8036,31, 137.50,   0.17, 137.67
  8037,31, 114.50,   1.49, 115.99
  8038,31, 145.50,  -0.44, 145.06
  8039,31, 124.00,   1.14, 125.14
  8040,31,  35.00,   1.43,  36.43
  8041,31,  47.50,   1.96,  49.46
  8042,31, 121.50,   0.76, 122.26
  8043,31,  80.50,   2.04,  82.54
  8044,31,  31.50,   1.67,  33.17
  8045,31, 134.50,   0.29, 134.79
  8046,31, 105.50,   1.22, 106.72
  8047,31,  62.00,   2.00,  64.00
  8048,31,  27.00,   1.54,  28.54
  8049,31,  52.50,   1.85,  54.35
  8050,31, 129.50,   0.28, 129.78
  8051,31,  41.00,   1.82,  42.82
  8052,31,  53.50,   1.98,  55.48
  8053,31, 118.00,   0.88, 118.88
  8054,31,  57.00,   1.86,  58.86
  8055,31,  78.50,   2.04,  80.54
  8056,31, 158.50,  -0.78, 157.72
  8057,31, 116.00,   1.25, 117.25
  8058,31,  78.00,   2.03,  80.03
  8059,31,  92.00,   1.57,  93.57
  8060,31,  66.50,   1.63,  68.13
  8061,31, 107.00,   1.60, 108.60
  8062,31, 124.00,   0.64, 124.64
  8063,31,  74.00,   2.02,  76.02
  8064,31, 144.00,  -0.32, 143.68
  8065,31, 101.00,   1.71, 102.71
  8066,31,  85.50,   2.05,  87.55
  8067,31, 158.50,  -0.66, 157.84
  8068,31,  91.00,   1.94,  92.94
  8069,31,  22.50,   1.28,  23.78
  8070,31, 134.00,   0.16, 134.16
  8071,31,  21.00,   0.90,  21.90
  8072,31,  92.50,   1.82,  94.32
  8073,31,  37.50,   1.94,  39.44
  8074,31, 137.50,   0.04, 137.54
  8075,31,  29.00,   1.79,  30.79
  8076,31, 122.50,   0.64, 123.14
  8077,31, 160.00,  -0.78, 159.22
  8078,31, 114.50,   1.37, 115.87
  8079,31,  65.50,   2.38,  67.88
  8080,31,  21.00,   0.90,  21.90
  8081,31,  22.50,   0.65,  23.15
  8082,31,  96.00,   1.70,  97.70
  8083,31,  69.50,   1.89,  71.39
  8084,31, 102.50,   1.59, 104.09
  8085,31,  41.00,   1.45,  42.45
  8086,31,  95.00,   1.57,  96.57
  8087,31,  63.00,   2.25,  65.25
  8088,31, 142.50,   0.18, 142.68
  8089,31,  91.00,   1.94,  92.94
  8090,31, 116.00,   1.00, 117.00
  8091,31, 126.50,   0.64, 127.14
  8092,31, 104.00,   1.59, 105.59
  8093,31,  69.00,   2.26,  71.26
  8094,31, 153.00,  -0.42, 152.58
  8095,31, 108.50,   1.60, 110.10
  8096,31, 103.50,   1.59, 105.09
  8097,31,  69.00,   2.01,  71.01
  8098,31,  32.00,   1.68,  33.68
  8099,31, 131.50,   0.66, 132.16
  8100,31,  40.50,   1.70,  42.20
  8101,31,  70.50,   2.39,  72.89
  8102,31,  48.50,   1.84,  50.34
  8103,31,  26.00,   1.41,  27.41
  8104,31,  70.00,   1.89,  71.89
  8105,31,  16.00,   0.89,  16.89
  8106,31,  42.50,   1.83,  44.33
  8107,31,  57.00,   1.98,  58.98
  8108,31, 152.50,   0.08, 152.58
  8109,31, 122.50,   1.39, 123.89
  8110,31, 160.50,  -0.78, 159.72
