count,temperature,command,error,feedback     
  1758,29, 133.00,   0.66, 133.66
  1759,29,  77.00,   1.91,  78.91
  1760,29,  24.00,   1.16,  25.16
  1761,29, 105.50,   1.22, 106.72
  1762,29,  58.50,   2.49,  60.99
  1763,29,  24.50,   1.53,  26.03
  1764,29,  53.00,   2.10,  55.10
  1765,29, 127.00,   0.90, 127.90
  1766,29,  84.50,   2.43,  86.93
  1767,29,  16.50,   0.64,  17.14
  1768,29,  53.50,   2.35,  55.85
  1769,29, 103.50,   1.22, 104.72
  1770,29,  89.50,   2.06,  91.56
  1771,29, 123.50,   1.01, 124.51
  1772,29,  60.50,   2.12,  62.62
  1773,29,  83.00,   1.92,  84.92
  1774,29,  77.50,   2.03,  79.53
  1775,29, 136.00,   0.29, 136.29
  1776,29, 164.00,  -0.77, 163.23
  1777,29,  34.00,   1.93,  35.93
  1778,29, 114.50,   0.99, 115.49
  1779,29,  78.00,   2.16,  80.16
  1780,29,  43.50,   1.95,  45.45
  1781,29, 154.00,   0.21, 154.21
  1782,29, 154.00,   0.21, 154.21
  1783,29,  38.50,   1.94,  40.44
  1784,29, 122.00,   1.01, 123.01
  1785,29, 128.50,   0.77, 129.27
  1786,29, 147.00,   0.19, 147.19
  1787,29, 111.50,   1.61, 113.11
  1788,29, 108.00,   1.60, 109.60
  1789,29, 125.50,   0.89, 126.39
  1790,29, 121.50,   1.51, 123.01
  1791,29,  38.00,   1.94,  39.94
  1792,29,  49.50,   1.84,  51.34
  1793,29, 109.00,   1.10, 110.10
  1794,29,  11.50,  -0.13,  11.37
  1795,29,  58.00,   2.36,  60.36
  1796,29,  99.00,   1.46, 100.46
  1797,29,  94.50,   2.07,  96.57
  1798,29, 128.50,   0.90, 129.40
  1799,29,  74.00,   2.53,  76.53
  1800,29, 138.50,   0.55, 139.05
  1801,29, 101.50,   1.71, 103.21
  1802,29, 130.50,   0.65, 131.15
  1803,29,  36.50,   2.06,  38.56
  1804,29, 156.50,  -0.29, 156.21
  1805,29,  48.00,   1.96,  49.96
  1806,29,  38.50,   1.94,  40.44
  1807,29, 121.00,   1.01, 122.01
  1808,29,  29.50,   1.79,  31.29
  1809,29,  23.50,   1.53,  25.03
  1810,29, 170.00,  -1.01, 168.99
  1811,29, 112.50,   1.61, 114.11
  1812,29, 139.00,   0.42, 139.42
  1813,29,  50.00,   2.09,  52.09
  1814,29, 150.50,   0.20, 150.70
  1815,29,  12.00,  -0.13,  11.87
  1816,29,  47.50,   2.09,  49.59
  1817,29, 142.00,   0.43, 142.43
  1818,29,  58.50,   2.11,  60.61
  1819,29,  88.00,   2.18,  90.18
  1820,29,  27.00,   1.41,  28.41
  1821,29,  67.50,   2.26,  69.76
  1822,29, 137.00,   0.92, 137.92
  1823,29,  22.50,   1.40,  23.90
  1824,29,  91.50,   1.56,  93.06
  1825,29,  44.50,   1.96,  46.46
  1826,29,  77.00,   2.41,  79.41
  1827,29, 166.50,  -0.64, 165.86
  1828,29, 104.50,   1.85, 106.35
  1829,29, 158.50,   0.09, 158.59
  1830,29, 107.00,   1.98, 108.98
  1831,29,  55.50,   1.61,  57.11
  1832,29,  66.50,   1.63,  68.13
  1833,29,  95.00,   1.57,  96.57
  1834,29,  45.00,   1.96,  46.96
  1835,29, 145.50,   0.19, 145.69
  1836,29,  41.00,   1.45,  42.45
  1837,29,  33.50,   1.80,  35.30
  1838,29, 130.00,   0.65, 130.65
  1839,29, 150.50,  -0.05, 150.45
  1840,29,  57.50,   1.99,  59.49
  1841,29,  17.50,   0.39,  17.89
  1842,29, 141.00,   0.43, 141.43
  1843,29,  83.00,   2.05,  85.05
  1844,29,  62.50,   1.87,  64.37
  1845,29,  39.00,   1.94,  40.94
  1846,29,  73.50,   2.02,  75.52
  1847,29, 159.00,  -0.28, 158.72
  1848,29, 146.50,   0.57, 147.07
  1849,29, 139.00,   0.67, 139.67
  1850,29, 136.00,   0.79, 136.79
  1851,29,  19.50,   0.89,  20.39
  1852,29,  55.50,   1.61,  57.11
  1853,29,  28.00,   1.67,  29.67
  1854,29, 161.00,   0.10, 161.10
  1855,29,  45.50,   1.71,  47.21
  1856,29, 149.00,  -0.05, 148.95
  1857,29, 134.00,   0.91, 134.91
  1858,29,  37.50,   1.94,  39.44
  1859,29,  98.00,   1.58,  99.58
  1860,29,  14.50,   0.51,  15.01
  1861,29, 167.50,  -0.76, 166.74
  1862,29,  45.50,   1.96,  47.46
  1863,29, 154.00,  -0.04, 153.96
  1864,29,  32.50,   1.43,  33.93
  1865,29,  42.00,   1.45,  43.45
  1866,29,  99.50,   1.58, 101.08
  1867,29, 152.00,  -0.17, 151.83
  1868,29, 112.50,   1.61, 114.11
  1869,29, 121.00,   0.88, 121.88
  1870,29,  17.50,   0.26,  17.76
  1871,29, 161.00,  -0.03, 160.97
  1872,29, 158.50,  -0.03, 158.47
  1873,29,  39.50,   1.94,  41.44
  1874,29, 109.00,   1.10, 110.10
  1875,29, 121.50,   1.13, 122.63
  1876,29, 154.50,  -0.29, 154.21
  1877,29,  16.50,   0.89,  17.39
  1878,29,  31.00,   1.80,  32.80
  1879,29, 126.50,   1.02, 127.52
  1880,29,  12.50,  -0.12,  12.38
  1881,29,  44.50,   1.96,  46.46
  1882,29, 119.00,   1.00, 120.00
  1883,29,  51.00,   1.97,  52.97
  1884,29,  80.00,   2.04,  82.04
  1885,29,  99.50,   1.33, 100.83
  1886,29, 125.00,   1.02, 126.02
  1887,29, 120.00,   1.63, 121.63
  1888,29,  43.00,   1.83,  44.83
  1889,29,  57.00,   1.61,  58.61
  1890,29,  62.50,   1.62,  64.12
  1891,29, 157.50,  -0.28, 157.22
  1892,29, 150.00,   0.32, 150.32
  1893,29, 160.00,  -0.28, 159.72
  1894,29,  80.00,   2.16,  82.16
  1895,29, 119.00,   1.13, 120.13
  1896,29,  38.00,   1.94,  39.94
  1897,29, 144.00,   0.06, 144.06
  1898,29, 148.50,   0.20, 148.70
  1899,29,  33.50,   1.80,  35.30
  1900,29,  57.50,   1.99,  59.49
  1901,29, 102.00,   1.09, 103.09
  1902,29, 121.50,   1.01, 122.51
  1903,29,  77.50,   2.16,  79.66
  1904,29,  29.00,   1.67,  30.67
  1905,29, 151.50,  -0.30, 151.20
  1906,29,  68.50,   2.51,  71.01
  1907,29,  89.50,   2.06,  91.56
  1908,29,  67.50,   2.39,  69.89
  1909,29,  33.00,   1.43,  34.43
  1910,29,  85.50,   2.55,  88.05
  1911,29,  32.00,   1.80,  33.80
  1912,29,  61.00,   1.99,  62.99
  1913,29,  14.00,   0.13,  14.13
  1914,29, 165.00,  -0.77, 164.23
  1915,29,  97.00,   2.08,  99.08
  1916,29,  74.00,   2.40,  76.40
  1917,29,  42.00,   1.70,  43.70
  1918,29,  26.00,   1.41,  27.41
  1919,29, 116.00,   1.12, 117.12
  1920,29,  43.50,   2.20,  45.70
  1921,29, 144.00,   0.18, 144.18
  1922,29,  17.50,   0.26,  17.76
  1923,29, 120.50,   1.13, 121.63
  1924,29,  37.50,   1.94,  39.44
  1925,29, 106.00,   1.35, 107.35
  1926,29, 140.50,   0.55, 141.05
  1927,29, 124.00,   1.52, 125.52
  1928,29,  58.50,   1.99,  60.49
  1929,29,  82.50,   2.30,  84.80
  1930,29,  85.50,   1.68,  87.18
  1931,29,  88.00,   1.56,  89.56
  1932,29, 102.00,   0.96, 102.96
  1933,29,  35.00,   1.43,  36.43
  1934,29,  94.00,   2.07,  96.07
  1935,29, 146.50,   0.19, 146.69
  1936,29, 139.50,   1.05, 140.55
  1937,29, 103.50,   1.97, 105.47
  1938,29,  51.50,   1.85,  53.35
  1939,29, 111.50,   1.11, 112.61
  1940,29,  64.00,   2.38,  66.38
  1941,29, 115.50,   1.12, 116.62
  1942,29, 137.00,   0.67, 137.67
  1943,29, 108.00,   1.98, 109.98
  1944,29, 114.50,   0.99, 115.49
  1945,29, 166.50,  -0.76, 165.74
  1946,29, 103.00,   1.97, 104.97
  1947,29,  38.00,   1.94,  39.94
  1948,29, 136.00,   0.42, 136.42
  1949,29,  35.50,   1.81,  37.31
  1950,29,  55.00,   1.60,  56.60
  1951,29,  26.50,   1.91,  28.41
  1952,29, 127.50,   0.65, 128.15
  1953,29,  82.50,   1.92,  84.42
  1954,29,  66.00,   2.13,  68.13
  1955,29, 116.50,   0.75, 117.25
  1956,29, 115.00,   1.12, 116.12
  1957,29, 133.00,   0.66, 133.66
  1958,29,  56.50,   1.98,  58.48
  1959,29,  37.50,   1.94,  39.44
  1960,29,  19.00,   0.89,  19.89
  1961,29, 121.50,   0.88, 122.38
  1962,29,  21.50,   0.90,  22.40
  1963,29, 103.50,   1.09, 104.59
  1964,29, 107.00,   1.10, 108.10
  1965,29, 150.00,   0.07, 150.07
  1966,29, 137.50,   0.80, 138.30
  1967,29,  79.00,   2.04,  81.04
  1968,29, 131.50,   0.66, 132.16
  1969,29,  14.00,   0.13,  14.13
  1970,29,  89.00,   2.06,  91.06
  1971,29,  84.50,   2.05,  86.55
  1972,29,  17.50,   0.39,  17.89
  1973,29,  10.00,   0.50,  10.50
  1974,29, 146.00,   0.31, 146.31
  1975,29,  21.00,   1.15,  22.15
  1976,29, 149.50,   0.20, 149.70
  1977,29, 134.50,   1.04, 135.54
  1978,29, 143.50,   0.18, 143.68
  1979,29,  72.50,   2.27,  74.77
  1980,29,  16.00,   0.76,  16.76
  1981,29, 160.50,  -0.28, 160.22
  1982,29,  78.50,   2.04,  80.54
  1983,29, 154.50,   0.21, 154.71
  1984,29,  26.00,   1.41,  27.41
  1985,29,  38.50,   1.44,  39.94
  1986,29,  13.00,  -0.12,  12.88
  1987,29, 122.50,   1.01, 123.51
  1988,29, 119.00,   1.63, 120.63
  1989,29, 120.50,   0.13, 120.63
  1990,29, 132.50,   0.53, 133.03
  1991,29,  69.00,   2.14,  71.14
  1992,29, 124.50,   0.89, 125.39
  1993,29,  97.50,   2.08,  99.58
  1994,29,  81.00,   2.04,  83.04
  1995,29, 158.00,  -0.16, 157.84
  1996,29, 166.00,  -0.89, 165.11
  1997,29, 141.00,   0.68, 141.68
  1998,29,  31.00,   1.42,  32.42
  1999,29, 147.50,  -0.06, 147.44
  2000,29, 113.50,   1.37, 114.87
  2001,29, 139.50,   0.17, 139.67
  2002,29, 106.50,   1.10, 107.60
  2003,29,  77.50,   2.03,  79.53
  2004,29, 126.50,   0.77, 127.27
  2005,29,  11.00,  -0.25,  10.75
  2006,29,  78.50,   2.04,  80.54
  2007,29,  47.00,   2.21,  49.21
  2008,29, 119.50,   0.75, 120.25
  2009,29,  20.00,   1.02,  21.02
  2010,29, 107.50,   1.10, 108.60
  2011,29, 109.50,   0.98, 110.48
  2012,29, 149.00,   0.07, 149.07
  2013,29, 123.00,   1.39, 124.39
  2014,29, 151.00,   0.08, 151.08
  2015,29, 120.50,   1.51, 122.01
  2016,29,  19.00,   0.89,  19.89
  2017,29, 116.50,   1.00, 117.50
  2018,29,  76.50,   2.03,  78.53
  2019,29, 140.50,   0.55, 141.05
  2020,29,  85.50,   1.68,  87.18
  2021,29,  29.00,   1.79,  30.79
  2022,29, 151.00,  -0.17, 150.83
  2023,29, 117.00,   1.62, 118.62
  2024,29, 159.00,  -0.41, 158.59
  2025,29, 131.00,   1.16, 132.16
  2026,29,  39.00,   1.94,  40.94
  2027,29,  21.50,   1.40,  22.90
  2028,29,  58.50,   1.99,  60.49
  2029,29, 146.50,  -0.06, 146.44
  2030,29,  84.00,   2.05,  86.05
  2031,29,  59.50,   1.99,  61.49
  2032,29, 155.00,  -0.17, 154.83
  2033,29,  59.00,   2.11,  61.11
  2034,29, 132.50,   0.66, 133.16
  2035,29,  80.50,   2.29,  82.79
  2036,29, 147.00,  -0.06, 146.94
  2037,29,  23.50,   1.40,  24.90
  2038,29,  59.00,   1.99,  60.99
  2039,29,  96.50,   1.83,  98.33
  2040,29,  26.50,   1.29,  27.79
  2041,29, 114.50,   0.99, 115.49
  2042,29,  90.50,   2.06,  92.56
  2043,29,  63.50,   2.50,  66.00
  2044,29, 134.00,   0.66, 134.66
  2045,29,  46.50,   1.96,  48.46
  2046,29, 158.50,  -0.28, 158.22
  2047,29, 140.50,   1.05, 141.55
  2048,29, 147.50,   0.19, 147.69
  2049,29, 162.50,  -0.40, 162.10
  2050,29,  77.00,   2.03,  79.03
  2051,29, 152.50,   0.20, 152.70
  2052,29,  78.00,   2.16,  80.16
  2053,29, 141.50,   0.18, 141.68
  2054,29, 100.50,   1.59, 102.09
  2055,29, 120.50,   1.13, 121.63
  2056,29, 116.50,   1.50, 118.00
  2057,29, 160.50,  -0.53, 159.97
  2058,29, 158.00,   0.22, 158.22
  2059,29, 169.50,  -0.88, 168.62
  2060,29,  38.00,   1.94,  39.94
  2061,29,  62.00,   1.50,  63.50
  2062,29,  87.00,   2.18,  89.18
  2063,29,  14.00,   0.00,  14.00
  2064,29,  26.00,   1.03,  27.03
  2065,29,  63.50,   2.13,  65.63
  2066,29,  48.50,   1.96,  50.46
  2067,29, 109.50,   1.36, 110.86
  2068,29, 157.50,  -0.28, 157.22
  2069,29,  57.00,   2.11,  59.11
  2070,29, 161.00,  -0.65, 160.35
  2071,29,  38.50,   1.94,  40.44
  2072,29, 145.50,  -0.19, 145.31
  2073,29, 158.50,  -0.28, 158.22
  2074,29, 165.00,  -0.64, 164.36
  2075,29,  42.50,   1.70,  44.20
  2076,29,  73.50,   2.02,  75.52
  2077,29,  24.00,   1.41,  25.41
  2078,29,  59.50,   1.99,  61.49
  2079,29,  57.50,   2.24,  59.74
  2080,29,  66.50,   1.63,  68.13
  2081,29,  18.00,   0.51,  18.51
  2082,29,  81.50,   1.54,  83.04
  2083,29, 114.00,   0.99, 114.99
  2084,29, 163.50,  -0.40, 163.10
  2085,29,  61.00,   1.99,  62.99
  2086,29,  72.00,   1.52,  73.52
  2087,29, 141.00,   0.55, 141.55
  2088,29,  34.00,   1.93,  35.93
  2089,29,  44.00,   1.20,  45.20
  2090,29,  47.50,   1.46,  48.96
  2091,29, 157.00,  -0.54, 156.46
  2092,29,  19.50,   0.77,  20.27
  2093,29,  84.00,   2.05,  86.05
  2094,29, 132.00,   0.66, 132.66
  2095,29, 154.50,  -0.17, 154.33
  2096,29, 112.00,   1.61, 113.61
  2097,29,  40.00,   1.94,  41.94
  2098,29,  26.50,   1.91,  28.41
  2099,29, 135.00,   0.66, 135.66
  2100,29,  77.00,   2.03,  79.03
  2101,29,  87.50,   1.56,  89.06
  2102,29,  84.00,   2.17,  86.17
  2103,29, 107.50,   1.23, 108.73
  2104,29,  90.00,   2.19,  92.19
  2105,29, 159.50,  -0.28, 159.22
  2106,29,  53.50,   2.23,  55.73
  2107,29, 141.00,   0.30, 141.30
  2108,29,  14.00,   0.13,  14.13
  2109,29,  29.00,   1.67,  30.67
  2110,29,  54.50,   1.98,  56.48
  2111,29, 127.50,   0.65, 128.15
  2112,29, 105.50,   1.60, 107.10
  2113,29,  49.00,   2.09,  51.09
  2114,29, 138.00,   0.30, 138.30
  2115,29,  60.00,   2.12,  62.12
  2116,29, 120.00,   1.13, 121.13
  2117,29,  45.00,   1.58,  46.58
  2118,29, 123.50,   1.01, 124.51
  2119,29,  57.00,   1.98,  58.98
  2120,29,  93.00,   1.57,  94.57
  2121,29, 139.00,   0.30, 139.30
  2122,29, 100.50,   1.84, 102.34
  2123,29, 106.50,   1.47, 107.97
  2124,29,  39.00,   1.57,  40.57
  2125,29, 124.50,   1.02, 125.52
  2126,29, 141.50,   0.18, 141.68
  2127,29, 149.50,  -0.18, 149.32
  2128,29,  76.50,   1.91,  78.41
  2129,29,  56.00,   2.23,  58.23
  2130,29, 141.00,   0.55, 141.55
  2131,29,  17.00,   0.39,  17.39
  2132,29,  37.00,   1.94,  38.94
  2133,29,  39.50,   1.07,  40.57
  2134,29, 136.00,   0.17, 136.17
  2135,29,  58.50,   2.24,  60.74
  2136,29,  34.00,   1.93,  35.93
  2137,29,  76.50,   1.53,  78.03
  2138,29,  87.00,   1.55,  88.55
  2139,29,  71.00,   2.14,  73.14
  2140,29,  38.00,   1.94,  39.94
  2141,29, 152.00,  -0.17, 151.83
  2142,29,  94.50,   2.07,  96.57
  2143,29, 108.00,   1.10, 109.10
  2144,29,  69.50,   2.01,  71.51
  2145,29, 151.50,   0.33, 151.83
  2146,29, 145.50,   0.69, 146.19
  2147,29,  88.50,   2.06,  90.56
  2148,29,  32.50,   1.43,  33.93
  2149,29, 164.00,  -0.52, 163.48
  2150,29, 163.00,  -0.15, 162.85
  2151,29, 126.00,   1.52, 127.52
  2152,29,  61.50,   2.25,  63.75
  2153,29,  60.50,   2.12,  62.62
  2154,29,  84.50,   1.92,  86.42
  2155,29,  71.50,   2.02,  73.52
  2156,29,  29.50,   1.54,  31.04
  2157,29,  56.00,   1.98,  57.98
  2158,29, 134.50,   0.79, 135.29
  2159,29,  36.00,   1.56,  37.56
  2160,29,  24.00,   1.91,  25.91
  2161,29, 110.00,   1.11, 111.11
  2162,29,  24.50,   1.41,  25.91
  2163,29,  98.00,   1.33,  99.33
  2164,29, 161.50,  -0.28, 161.22
  2165,29,  62.00,   2.00,  64.00
  2166,29, 116.00,   1.12, 117.12
  2167,29, 103.50,   1.72, 105.22
  2168,29, 163.00,  -0.40, 162.60
  2169,29, 118.50,   1.63, 120.13
  2170,29, 116.00,   1.50, 117.50
  2171,29, 142.50,   0.31, 142.81
  2172,29, 159.50,  -0.28, 159.22
  2173,29, 143.50,   0.68, 144.18
  2174,29, 166.50,  -0.76, 165.74
  2175,29,  96.50,   2.08,  98.58
  2176,29, 141.50,   0.18, 141.68
  2177,29, 149.50,   0.07, 149.57
  2178,29, 116.00,   1.62, 117.62
  2179,29, 143.00,   0.18, 143.18
  2180,29,  41.50,   1.95,  43.45
  2181,29,  90.00,   2.06,  92.06
  2182,29,  26.00,   1.41,  27.41
  2183,29,  42.50,   1.83,  44.33
  2184,29,  69.50,   1.76,  71.26
  2185,29,  71.50,   1.52,  73.02
  2186,29,  22.50,   1.40,  23.90
  2187,29,  38.50,   1.94,  40.44
  2188,29, 111.00,   1.11, 112.11
  2189,29, 152.50,   0.08, 152.58
  2190,29,  49.00,   2.09,  51.09
  2191,29, 166.50,  -0.76, 165.74
  2192,29,  54.50,   2.23,  56.73
  2193,29, 129.00,   0.78, 129.78
  2194,29, 151.00,   0.08, 151.08
  2195,29, 153.50,  -0.29, 153.21
  2196,29, 143.50,   0.81, 144.31
  2197,29, 147.50,   0.07, 147.57
  2198,29, 158.50,   0.09, 158.59
  2199,29, 143.50,   0.56, 144.06
  2200,29, 119.00,   1.63, 120.63
  2201,29, 132.50,   1.03, 133.53
  2202,29, 167.50,  -0.64, 166.86
  2203,29,  30.00,   1.92,  31.92
  2204,29,  25.50,   1.79,  27.29
  2205,29, 146.50,   0.19, 146.69
  2206,29,  97.50,   2.08,  99.58
  2207,29,  44.50,   1.83,  46.33
  2208,29, 128.00,   0.65, 128.65
  2209,29, 102.50,   1.59, 104.09
  2210,29, 114.50,   1.12, 115.62
  2211,29, 108.50,   1.98, 110.48
  2212,29, 155.50,   0.09, 155.59
  2213,29,  30.50,   1.92,  32.42
  2214,29,  18.50,   1.39,  19.89
  2215,29, 108.50,   1.48, 109.98
  2216,29, 120.50,   1.13, 121.63
  2217,29,  19.00,   0.77,  19.77
  2218,29,  16.50,   1.14,  17.64
  2219,29,  25.50,   1.16,  26.66
  2220,29,  42.00,   1.95,  43.95
  2221,29,  19.50,   0.89,  20.39
  2222,29,  48.50,   1.96,  50.46
  2223,29,  97.00,   1.58,  98.58
  2224,29,  47.50,   2.34,  49.84
  2225,29,  39.00,   1.94,  40.94
  2226,29, 145.00,   0.06, 145.06
  2227,29,  37.50,   1.94,  39.44
  2228,29, 125.00,   1.02, 126.02
  2229,29,  70.00,   2.27,  72.27
  2230,29,  12.00,  -0.25,  11.75
  2231,29,  71.50,   2.02,  73.52
  2232,29,  10.50,  -0.13,  10.37
  2233,29, 114.00,   1.12, 115.12
  2234,29,  53.00,   1.98,  54.98
  2235,29,  10.50,  -0.13,  10.37
  2236,29,  81.00,   1.92,  82.92
  2237,29, 155.50,  -0.16, 155.34
  2238,29, 141.50,   0.81, 142.31
  2239,29,  17.50,   0.39,  17.89
  2240,29, 168.50,  -0.89, 167.61
  2241,29,  99.50,   2.08, 101.58
  2242,29,  58.00,   1.99,  59.99
  2243,29,  30.00,   1.80,  31.80
  2244,29,  59.00,   1.99,  60.99
  2245,29, 151.00,  -0.30, 150.70
  2246,29, 133.50,   1.04, 134.54
  2247,29, 140.50,   0.18, 140.68
  2248,29,  22.50,   1.40,  23.90
  2249,29,  68.50,   1.89,  70.39
  2250,29,  64.00,   2.50,  66.50
  2251,29,  57.00,   2.11,  59.11
  2252,29, 112.00,   1.11, 113.11
  2253,29, 157.50,  -0.28, 157.22
  2254,29, 161.00,  -0.40, 160.60
  2255,29, 156.50,   0.21, 156.71
  2256,29,  11.00,  -0.13,  10.87
  2257,29,  72.50,   2.02,  74.52
  2258,29,  21.50,   1.40,  22.90
  2259,29,  96.50,   1.58,  98.08
  2260,29,  30.00,   1.92,  31.92
  2261,29, 150.00,   0.07, 150.07
  2262,29,  24.00,   1.41,  25.41
  2263,29, 126.50,   0.77, 127.27
  2264,29, 161.00,  -0.65, 160.35
  2265,29,  48.50,   1.96,  50.46
  2266,29,  50.50,   1.47,  51.97
  2267,29, 137.50,   0.55, 138.05
  2268,29, 153.00,  -0.04, 152.96
  2269,29, 150.00,   0.32, 150.32
  2270,29,  31.00,   1.67,  32.67
  2271,29,  22.00,   1.78,  23.78
  2272,29,  84.00,   2.05,  86.05
  2273,29,  25.00,   1.66,  26.66
  2274,29,  50.00,   1.97,  51.97
  2275,29,  43.50,   1.95,  45.45
  2276,29,  66.00,   1.88,  67.88
  2277,29,  66.50,   1.88,  68.38
  2278,29,  21.00,   1.15,  22.15
  2279,29,  91.50,   1.69,  93.19
  2280,29,  73.50,   2.52,  76.02
  2281,29, 121.50,   1.13, 122.63
  2282,29,  90.50,   2.06,  92.56
  2283,29, 140.00,   0.18, 140.18
  2284,29,  62.50,   2.50,  65.00
  2285,29,  88.50,   2.56,  91.06
  2286,29, 147.00,   0.07, 147.07
  2287,29,  68.00,   2.01,  70.01
  2288,29,  95.50,   1.45,  96.95
  2289,29, 158.00,  -0.28, 157.72
  2290,29,  84.50,   2.05,  86.55
  2291,29,  89.00,   1.56,  90.56
  2292,29, 114.50,   1.12, 115.62
  2293,29, 169.50,  -0.76, 168.74
  2294,29,  52.00,   2.10,  54.10
  2295,29, 154.00,   0.08, 154.08
  2296,29, 131.00,   1.03, 132.03
  2297,29,  29.00,   1.42,  30.42
  2298,29, 149.00,   0.20, 149.20
  2299,29,  68.00,   2.39,  70.39
  2300,29,  97.50,   1.45,  98.95
  2301,29,  41.00,   1.82,  42.82
  2302,29,  58.50,   1.99,  60.49
  2303,29, 119.50,   1.13, 120.63
  2304,29,  78.00,   2.28,  80.28
  2305,29, 134.50,   0.54, 135.04
  2306,29,  50.00,   1.84,  51.84
  2307,29, 160.50,  -0.53, 159.97
  2308,29,  29.00,   1.67,  30.67
  2309,29,  78.50,   2.04,  80.54
  2310,29,  97.00,   1.58,  98.58
  2311,29,  80.50,   2.29,  82.79
  2312,29, 127.50,   0.65, 128.15
  2313,29, 116.00,   1.25, 117.25
  2314,29,  78.50,   2.04,  80.54
  2315,29, 159.50,  -0.41, 159.09
  2316,29, 134.50,   1.04, 135.54
  2317,29,  43.50,   1.95,  45.45
  2318,29, 105.50,   1.10, 106.60
  2319,29,  36.50,   1.81,  38.31
  2320,29,  78.00,   2.16,  80.16
  2321,29, 125.50,   1.02, 126.52
  2322,29, 101.50,   1.96, 103.46
  2323,29,  77.00,   2.03,  79.03
  2324,29, 106.00,   1.10, 107.10
  2325,29, 134.50,   0.66, 135.16
  2326,29,  94.50,   2.07,  96.57
  2327,29,  63.00,   2.00,  65.00
  2328,29, 110.00,   1.11, 111.11
  2329,29, 126.50,   0.64, 127.14
  2330,29, 133.50,   0.79, 134.29
  2331,29,  36.50,   1.94,  38.44
  2332,29,  53.00,   1.85,  54.85
  2333,29,  62.00,   1.50,  63.50
  2334,29, 162.50,  -0.40, 162.10
  2335,29, 121.00,   1.51, 122.51
  2336,29, 107.00,   1.85, 108.85
  2337,29,  13.00,   0.00,  13.00
  2338,29,  64.00,   2.00,  66.00
  2339,29,  10.00,  -0.12,   9.88
  2340,29, 165.50,  -0.27, 165.23
  2341,29,  99.00,   1.96, 100.96
  2342,29,  58.00,   2.11,  60.11
  2343,29, 121.00,   0.76, 121.76
  2344,29, 100.50,   1.84, 102.34
  2345,29,  20.00,   1.27,  21.27
  2346,29, 149.50,   0.07, 149.57
  2347,29, 161.00,  -0.78, 160.22
  2348,29,  81.00,   2.17,  83.17
  2349,29,  22.00,   1.28,  23.28
  2350,29,  63.00,   2.12,  65.12
  2351,29,  80.00,   1.54,  81.54
  2352,29, 161.00,  -0.53, 160.47
  2353,29,  67.00,   2.26,  69.26
  2354,29, 154.50,  -0.29, 154.21
  2355,29, 135.50,   1.17, 136.67
  2356,29,  26.00,   1.54,  27.54
  2357,29, 152.00,  -0.17, 151.83
  2358,29, 160.00,  -0.65, 159.35
  2359,29, 138.00,   0.67, 138.67
  2360,29,  84.50,   2.05,  86.55
  2361,29, 137.50,   0.29, 137.79
  2362,29, 159.00,  -0.28, 158.72
  2363,29,  40.50,   1.82,  42.32
  2364,29,  23.00,   1.28,  24.28
  2365,29,  74.00,   2.02,  76.02
  2366,29,  23.00,   0.90,  23.90
  2367,29, 112.00,   1.24, 113.24
  2368,29, 136.50,   0.54, 137.04
  2369,29,  51.50,   1.97,  53.47
  2370,29, 108.00,   0.98, 108.98
  2371,29,  16.00,   0.89,  16.89
  2372,29, 153.00,  -0.30, 152.70
  2373,29, 140.50,   0.93, 141.43
  2374,29, 110.50,   1.11, 111.61
  2375,29,  50.50,   1.97,  52.47
  2376,29,  26.00,   1.41,  27.41
  2377,29, 165.00,  -0.77, 164.23
  2378,29,  39.50,   1.32,  40.82
  2379,29, 167.50,  -0.76, 166.74
  2380,29,  96.50,   1.70,  98.20
  2381,29, 153.50,   0.08, 153.58
  2382,29,  73.00,   2.15,  75.15
  2383,29,  51.00,   2.10,  53.10
  2384,29, 161.00,  -0.28, 160.72
  2385,29,  97.50,   1.58,  99.08
  2386,29, 146.00,   0.57, 146.57
  2387,29, 136.00,   0.79, 136.79
  2388,29,  34.00,   1.93,  35.93
  2389,29, 109.50,   0.86, 110.36
  2390,29, 166.00,  -0.77, 165.23
  2391,29,  12.00,  -0.13,  11.87
  2392,29, 124.00,   0.64, 124.64
  2393,29,  39.50,   1.94,  41.44
  2394,29, 105.50,   1.10, 106.60
  2395,29,  79.00,   2.04,  81.04
  2396,29, 118.50,   1.00, 119.50
  2397,29, 164.00,  -0.77, 163.23
  2398,29, 110.00,   1.61, 111.61
  2399,29,  38.50,   1.94,  40.44
  2400,29, 148.50,  -0.06, 148.44
  2401,29,  82.50,   1.79,  84.29
  2402,29,  82.00,   1.92,  83.92
  2403,29,  86.00,   1.93,  87.93
  2404,29,  19.50,   0.89,  20.39
  2405,29, 115.00,   1.12, 116.12
  2406,29,  35.00,   1.93,  36.93
  2407,29, 107.50,   1.10, 108.60
  2408,29,  35.00,   1.56,  36.56
  2409,29,  24.00,   1.91,  25.91
  2410,29, 119.00,   1.13, 120.13
  2411,29, 146.00,   0.19, 146.19
  2412,29,  99.00,   2.08, 101.08
  2413,29,  29.50,   1.92,  31.42
  2414,29, 109.00,   1.10, 110.10
  2415,29, 161.50,  -0.40, 161.10
  2416,29,  15.00,   0.76,  15.76
  2417,29, 170.00,  -0.76, 169.24
  2418,29, 156.50,   0.09, 156.59
